x,xp,y,yp,t,p,dt,particleID
-0.007182574256968572,-0.0014125648119749,-0.00841382105152655,-0.00691998945005291,4.576855791036497e-08,805.3886428660971,5.995081271919835e-12,158
-0.007333827007807596,-0.01706369336720133,-0.009736824562112346,-0.008229350153994884,4.575846674607131e-08,775.4763984207739,-4.09608302174447e-12,159
-0.006054922052875,-0.001292493668180978,-0.004321723163968602,-0.003687939599069812,4.5752872268260064e-08,784.2083513572362,-9.690560832986808e-12,160
-0.005855176073617085,0.003975906571564599,-0.009791000453815295,-0.009597602581426574,4.578374252279611e-08,791.8425889139567,2.1179693703054528e-11,161
-0.008160478926187237,-0.01109859360623938,-0.01524282633161684,-0.01006012315002083,4.5768180793764224e-08,776.795440988835,5.617964671166507e-12,162
-0.007516901134267246,0.001527198685864352,-0.008737081459664694,-0.006354027346812583,4.578982748017071e-08,796.6070413981342,2.726465107766083e-11,163
-0.006746428664730983,-0.01730156243101025,-0.01408380396993011,-0.01080737220344116,4.5788252974394694e-08,773.0098508702038,2.569014530164327e-11,760
-0.006371892585329927,-0.01068734491038722,-0.008450322503065771,-0.006097901306185935,4.578047754803739e-08,787.7236385461983,1.7914718944340028e-11,751
-0.006190478891302469,-0.009387462863784585,-0.01159376116100517,-0.008226897252437873,4.5801247305868365e-08,817.5760113089206,3.8684476775307736e-11,166
-0.00891960790346226,-0.01689965604273495,-0.006638244480310139,-0.006323500889938765,4.576330047695891e-08,767.9008475502077,7.376478658552168e-13,988
-0.007333604768019803,-9.386531250558593e-05,-0.01042253023475746,-0.007547292684816065,4.575246346071251e-08,789.2946517189961,-1.0099368380544639e-11,168
-0.01011306348913081,-0.0106895044559509,-0.007026951296444086,-0.006930824873152022,4.578623551256213e-08,750.9781079855838,2.367268346907403e-11,169
-0.005990226945473385,-0.01184148189999663,-0.009883025544300657,-0.009154844395553802,4.577287262907337e-08,779.9678140443905,1.0309799980320629e-11,948
-0.008301989324375494,-0.02508935009586777,-0.01370384229121905,-0.01082112285445795,4.578031284696901e-08,757.7077644192249,1.775001787594903e-11,171
-0.006241814563006757,-0.008526604104344344,-0.01110450740155723,-0.007270078788727429,4.576392314474293e-08,782.7069519286454,1.360315649881831e-12,902
-0.007887529172879234,-0.01935293341913026,-0.01167777102666849,-0.008141132309860095,4.5774972872170307e-08,758.9836048641255,1.2410043077248919e-11,173
-0.006891997500244135,-0.01363047163848279,-0.00868060346107663,-0.006068937870648588,4.5747042671001904e-08,771.3579468466824,-1.552015809114658e-11,174
-0.007270639982118585,-0.006148199119777721,-0.01208120228801679,-0.008720310586608111,4.579432528293894e-08,782.4242970350393,3.176245384588471e-11,901
-0.006740134361142291,-0.0109432019055392,-0.005400375687930255,-0.004775267664767723,4.578327029923181e-08,771.4044055743383,2.070747013876174e-11,900
-0.007080364528128984,-0.01392693612683141,-0.01219367159250059,-0.009902358893354172,4.5778328064395806e-08,771.9037792330629,1.576523530274791e-11,177
-0.008802727456545312,-0.01859221210729424,-0.008110925453546941,-0.006172349917435396,4.5771213545760115e-08,754.0828811430865,8.650716667057151e-12,178
-0.007440709790085025,0.003508761190775388,-0.00883942527554018,-0.007037667067289336,4.5782079618981854e-08,814.8541571252791,1.951678988879665e-11,179
-0.007589993027916565,-0.01284748017198203,-0.00992149096491794,-0.007738067477818106,4.575577743654953e-08,769.6243514753872,-6.785392543525038e-12,180
-0.009061813531694107,-0.01655520297783348,-0.007220783106772315,-0.006712147844896817,4.5767659462832134e-08,756.9016214605737,5.096633739075979e-12,181
-0.007794477065064308,-0.01319965518664135,-0.01341231236741753,-0.01004821487780757,4.575788180801822e-08,762.6889829980636,-4.681021074834789e-12,899
-0.005527235755357569,-0.004816710222722649,-0.01083394301350884,-0.007947672814419625,4.576408088834274e-08,789.5771090274947,1.518059249684167e-12,183
-0.008059515130015356,-0.02159887206130508,-0.01002470572757892,-0.009263377392712673,4.5738335599614564e-08,753.5584126844041,-2.422722947849395e-11,184
-0.00755147087402119,0.001320651856283012,-0.01135015210727879,-0.01008482825157313,4.577252646750367e-08,804.4827738902449,9.963638410621172e-12,185
-0.006547668559573339,-0.003224163488987734,-0.01227756932271374,-0.0079919662914448,4.577608060253577e-08,816.1546159558185,1.351777344270913e-11,186
-0.005245519071984971,-0.01319427365885305,-0.01050818687909345,-0.008652233456247799,4.579512466179748e-08,808.804594598609,3.256183270442547e-11,187
-0.006937794286011177,-0.003888638116499391,-0.003940094056386927,-0.004633197203798331,4.576265670060368e-08,794.2869315612778,9.387151063096272e-14,188
-0.006452192635561623,-0.002092333611378143,-0.01080174718780056,-0.00806076575015666,4.5787867607598736e-08,794.55474045467,2.530477850567847e-11,189
-0.009309669669524172,-0.01902575487713066,-0.007419466387565906,-0.005857714738092566,4.5749416630558784e-08,751.2681840218397,-1.3146198534274139e-11,190
